CourseName,Unit,ReviewNumber,AvgStar,Level,Results,course_ID,combined_features
Tracking Cryptocurrency Exchange Trades with Google Cloud Platform in Real-Time,Google Cloud,0,0.0,Advanced level,"Create the Bigtable resource.  
Examine the Dataflow pipeline
Visualizing the data
",607,"Tracking Cryptocurrency Exchange Trades with Google Cloud Platform in Real-Time Google Cloud Advanced level Create the Bigtable resource.  
Examine the Dataflow pipeline
Visualizing the data
"
Exploring NCAA Data with BigQuery,Google Cloud,0,0.0,Beginner level,"How to use BigQuery
How to  query the NCAA Public Dataset
How to write and executing queries
",248,"Exploring NCAA Data with BigQuery Google Cloud Beginner level How to use BigQuery
How to  query the NCAA Public Dataset
How to write and executing queries
"
"Build Decision Trees, SVMs, and Artificial Neural Networks",CertNexus,10,4.9,Intermediate level,"Train and evaluate decision trees and random forests for regression and classification.
Train and evaluate support-vector machines (SVM) for regression and classification.
Train and evaluate multi-layer perceptron (ML) artificial neural networks (ANN) for regression and classification.
Train and evaluate convolutional neural networks (CNN) and recurrent neural networks (RNN) for computer vision and natural language processing tasks.
",60,"Build Decision Trees, SVMs, and Artificial Neural Networks CertNexus Intermediate level Train and evaluate decision trees and random forests for regression and classification.
Train and evaluate support-vector machines (SVM) for regression and classification.
Train and evaluate multi-layer perceptron (ML) artificial neural networks (ANN) for regression and classification.
Train and evaluate convolutional neural networks (CNN) and recurrent neural networks (RNN) for computer vision and natural language processing tasks.
"
"Build Regression, Classification, and Clustering Models",CertNexus,10,4.2,Intermediate level,"Train and evaluate linear regression models.
Train binary and multi-class classification models.
Evaluate and tune classification models to improve their performance.
Train and evaluate clustering models to find useful patterns in unsupervised data.
",62,"Build Regression, Classification, and Clustering Models CertNexus Intermediate level Train and evaluate linear regression models.
Train binary and multi-class classification models.
Evaluate and tune classification models to improve their performance.
Train and evaluate clustering models to find useful patterns in unsupervised data.
"
Exploratory Data Analysis in AWS,Whizlabs,0,0.0,Beginner level," Analyze and visualize data for machine learning  
 Demonstrate the implementation of  Kinesis Data Streams 
Examine AWS Glue service with creation of crawler and transform job 
",244,"Exploratory Data Analysis in AWS Whizlabs Beginner level  Analyze and visualize data for machine learning  
 Demonstrate the implementation of  Kinesis Data Streams 
Examine AWS Glue service with creation of crawler and transform job 
"
ML Algorithms,Whizlabs,0,0.0,Beginner level,"Determine algorithm concepts in ML 
 Design Regression algorithms and Classification based algorithms  
  Examine Reinforcement learning algorithms and Forecasting algorithms  
",406,"ML Algorithms Whizlabs Beginner level Determine algorithm concepts in ML 
 Design Regression algorithms and Classification based algorithms  
  Examine Reinforcement learning algorithms and Forecasting algorithms  
"
Modeling in AWS,Whizlabs,0,0.0,Beginner level,"Analyze Modeling Concepts and train Machine Learning Models  
 Examine performance of machine learning models  
 Implement automatic model tuning by training a model  
",452,"Modeling in AWS Whizlabs Beginner level Analyze Modeling Concepts and train Machine Learning Models  
 Examine performance of machine learning models  
 Implement automatic model tuning by training a model  
"
Tidyverse Skills for Data Science in R Specialization,Johns Hopkins University,86,4.6,Beginner level,"Organize a data science project
Import data from common spreadsheet, database, and web-based formats
Wrangle and manipulate messy data and build tidy datasets
Build presentation quality data graphics
Build predictive machine learning models
",602,"Tidyverse Skills for Data Science in R Specialization Johns Hopkins University Beginner level Organize a data science project
Import data from common spreadsheet, database, and web-based formats
Wrangle and manipulate messy data and build tidy datasets
Build presentation quality data graphics
Build predictive machine learning models
"
Importing Data in the Tidyverse,Johns Hopkins University,42,4.7,Beginner level,"Describe different data formats
Apply Tidyverse functions to import data into R from external formats
Obtain data from a web API
",337,"Importing Data in the Tidyverse Johns Hopkins University Beginner level Describe different data formats
Apply Tidyverse functions to import data into R from external formats
Obtain data from a web API
"
Citation Analysis for Bibliometric Study,Coursera Project Network,30,4.3,Beginner level,"Search and extract relevant research articles efficiently from a journal database
Learn about citations and references for a bibliometric literature review
Use the visualization tool Gephi to conduct a citation network analysis
",90,"Citation Analysis for Bibliometric Study Coursera Project Network Beginner level Search and extract relevant research articles efficiently from a journal database
Learn about citations and references for a bibliometric literature review
Use the visualization tool Gephi to conduct a citation network analysis
"
Clinical Decision Support Systems - CDSS 4,University of Glasgow,0,0.0,Intermediate level,"Evaluating Clinical Decision Support Systems
Bias, Calibration and Fairness in Machine Learning Models
Decision Curve Analysis and Human-Centred Clinical Decision Support Systems
Privacy concerns in Clinical Decision Support Systems
",96,"Clinical Decision Support Systems - CDSS 4 University of Glasgow Intermediate level Evaluating Clinical Decision Support Systems
Bias, Calibration and Fairness in Machine Learning Models
Decision Curve Analysis and Human-Centred Clinical Decision Support Systems
Privacy concerns in Clinical Decision Support Systems
"
